School,Name,Review,Quality,Difficulty,gender,male_words,female_words,number of words,female words normalized
Western Washington University,Lena Ericksen,She's goes through slides way too fast and the only thing graded is the exams. They are all 100 questions. Not an easy class for a 101.,1.0,4.0,1,2,1,27,0.037037037037037035
Western Washington University,Lena Ericksen,She is so terrible. Some people love her but it might just be because she's an old swedish lady who tells sexist jokes. Somehow the lectures always ended up being about how great she is (and often how terrible the rest of society is). You have to write a paper on a thing she made up and there's a question on the final about her kid.,1.0,3.0,1,2,0,66,0.0
Western Washington University,Lena Ericksen,"This class was pretty easy and I have nothing against Lena as a person but so much of what she teaches and presents in class is either extremely outdated, not even relevant to the class, or outright incorrect. When students attempt to challenge her she is extremely dismissive. Makes attempts to be inclusive but is not successful.",2.0,2.0,1,4,3,57,0.05263157894736842
Western Washington University,Lena Ericksen,"Lena is knowledgeable and one of my favorite professors Ive had at western. She is engaging, explains the material very well, and I looked forward to going to class. She is very respectful of all views, but sadly some people decide to be so overly sensitive and take a lot of what she says as an insult to whatever they identify as.",5.0,2.0,1,1,2,62,0.03225806451612903
Western Washington University,Lena Ericksen,Lena Erickson is by far the best professor I've taken at Western. She is respected and so knowledgable. I kept apologizing because of all the questions I asked her and she gave me a whole speech on why I shouldnt apologize. She uses accurate definitions for the LGBTIQ community so I'm not sure why some people get offended. Best Professor ever.,5.0,3.0,1,2,0,61,0.0
Western Washington University,Lena Ericksen,I did not love Lena's class. I found that it wasn't that important to go to her class because nothing she really talked about was that great. She is amazing and very funny but this class just wasn't great. she reads word for word off her powerpoint then posts them on canvas. The tests are pretty hard if you go to class or not.,4.0,3.0,1,5,4,64,0.0625
Western Washington University,Lena Ericksen,"Took this class because fellow students recommended her to me, and it was a complete mistake. Lectures were half opinion and half info straight from the textbook (that she co-wrote and we had to buy new). She wouldn't back claims with evidence and most of the info we were presented with was entirely irrelevant to the subject of the class.",1.0,2.0,1,7,4,60,0.06666666666666667
Western Washington University,Lena Ericksen,"This class is very easy. I've only showed up for the first test, and the final. Quizzes are online, and through launchpad. Tests are in-lecture, and consist of 100 MC questions. I didn't like Lena at all. She never cited sources for lecture, and teaches some outdated material. Overall she made a good class, terrible. Cannot stand her.",1.0,1.0,1,0,1,58,0.017241379310344827
Western Washington University,Lena Ericksen,"So, I showed up maybe 6 or 7 times total to this class and I'm on track to get a B. There's two tests and online homework and that is all that you're graded on. Lectures are pretty boring and not super worthwhile; the slides are posted online. Also, for teaching a psychology of gender class, Lena is woke for like a 2004 standard at best.",3.0,3.0,1,1,1,66,0.015151515151515152
Western University,Kim Luton,disgusting exams. not sure how they are allowed in general to be honest.,1.0,5.0,1,2,0,13,0.0
Western University,Kim Luton,"Worst professor I ever had in the sociology department. She absolutely tanked my average with her incredibly unfair exams. She would ask questions about things she never taught, and would demand that you picked answers that she wanted based on her own personal beliefs and values.",1.0,4.0,1,1,3,46,0.06521739130434782
Western University,Kim Luton,Easily my favourite prof in the Soc Department. Ashby is extremely inspirational and articulate in her lectures. She uses relevant examples and is obviously passionate about what she teaches. HOWEVER** her powerpoint are vague so show up to class. Her exams are a complete mess and almost feel as if they're set up to fail students. Lots of readings.,5.0,5.0,1,3,3,59,0.05084745762711865
Western University,Kim Luton,"Horrible prof. Absolutely heartless, uncaring,rude and not helpful. Created a very unfair exam which the whole class complained about. Submitted the final exam mid-course with content that we neither covered not was listed in the texts. Avoid if possible",1.0,5.0,1,4,2,39,0.05128205128205128
Western University,Kim Luton,"Very passionate about what she teaches and can be very funny. Beware -- you will not succeed unless you adhere to the rigid ideological boundaries which are dogmatically centred around intersectional theory. If you value intellectual diversity, you may want to avoid her classes, and this one in particular.",2.0,4.0,1,2,0,49,0.0
Western University,Kim Luton,"Professor Luton is by far my favourite professor at Western. I had her first year for sociology 1020 and swore I would never take another class with her. However, her upper year courses are so different. She cares immensely about her students and wants to see you work hard. If you put in the work she will recognize it! 100% recommend her classes",5.0,4.0,1,0,1,63,0.015873015873015872
Western University,Kim Luton,"When I initially enrolled in Kim's class, all of my friends told me to get out due to the ""myth of the Luton"". Many believe that she is an impossible professor and that you cannot succeed in her classes. Her class has proven the myth to be false - this is my favourite class this year! You will succeed if you work hard. I currently have over 80.",5.0,4.0,1,2,2,68,0.029411764705882353
Western University,Kim Luton,"This prof can be nice but she is very stern, her tests are also very hard and there is a lot of them! I have a 80 percent average and my grade in this class really does not reflect that. If you want to do well you have to not just attend the class and do all of the readings of which there are many, you have to be fully switched on all of the time!",1.0,5.0,1,3,3,76,0.039473684210526314
Western University,Kim Luton,"Very difficult exam with questions that were very obviously not taken from this year's course material. It's possible to do well if you put in a lot of effort, but no matter how hard you study for the exam be prepared to get a bad mark.",2.0,4.0,1,3,2,46,0.043478260869565216
Western University,Kim Luton,"She handed out tissues during our exam ""just in case we felt like crying"". I don't think making fun of your students stress right before they're about to take an exam is remotely funny.",1.0,4.0,1,2,1,34,0.029411764705882353
Western University,Kim Luton,"Amazing professor. High expectations, achievable if you work for it.  Shock to most new university students who are used to easy high grades in High School. She does not believe you are all special snowflakes. She wants to see you put in effort.  She makes you listen and apply you knowledge. Not easy but one of the best courses I've ever taken.",5.0,3.0,1,7,4,62,0.06451612903225806
Western University,Kim Luton,"Absolutely amazing professor. I have taken three of her classes, Soc 1020, 3312, and 3358. While sociology can be a bit disheartening for the first year student, the low average is necessary. These are things that change in her upper year courses, and she cares deeply about each and every one of her students. I would recommend any of her classes!",5.0,4.0,1,1,3,61,0.04918032786885246
Western University,Kim Luton,"Kim Luton is very knowledgeable in her field and offers great, informative lectures. Unfortunately she is an extremely tough grader, so you have to be on top of your game at all times or your mark will suffer greatly. Exams are tough and you will have to pay attention to tiny details that most profs won't think is significant.",3.0,5.0,1,4,2,59,0.03389830508474576
Western University,Kim Luton,"Doesn't let you use a laptop, have to hand write all notes. Lectures are a pain to go for only an hour but she takes 10-15 minutes trying to figure out her powerpoint in the beginning so basically each class is around 30 minutes. Exams are difficult because she includes lecture questions, textbook questions, and questions from the tutorial book",3.0,4.0,1,0,1,60,0.016666666666666666
Western University,Kim Luton,"She cares about her students and gives good lectures but I did not find her very approachable. Once she gets to know you she is very nice but is intimidating at first. Her midterms were very hard and difficult to study for and even if you do study, you do not feel prepared. She often has to bell-curve because her average is too low.",4.0,4.0,1,3,4,64,0.0625
Western University,Kim Luton,her exams are very challenging. the average for most of the exams in my year were in the high 50's-low 60's. be prepared to attend every single lecture and study hard,5.0,4.0,1,3,3,31,0.0967741935483871
Western University,Kim Luton,"She is the worst. I have an 83 average throughout my three years at Western, and while I put in the time and effort for Luton's classes, she simply disliked me and made sure my grade reflected her attitude. She is vindictive, unpleasant, and simply not nice. No prof should behave like this. Avoid her at all costs.",2.0,5.0,1,1,1,58,0.017241379310344827
Western University,Kim Luton,Do not take this course.  Exams are impossible to do well on no matter how much you study.  Assignments are marked subjectively by the TA's.  Participation marks are also dolled out very unfairly.  Your grade will not reflect your effort and this course will cause so much stress.,1.5,5.0,1,3,1,48,0.020833333333333332
Western University,Kim Luton,"such a lovely woman, i loved going to her lectures. this was one of my fav classes... too bad i almost failed! if you don't need this course, i highly suggest taking the half year courses of soc. Exams are EXTREMELY difficult... averages on midterms were about 57%. No matter how hard you study they are impossible. Read the text book!!",3.0,5.0,1,3,3,61,0.04918032786885246
Western University,Kim Luton,"Didn't really learn anything in this class and exams were totally unfair,  the highest mark out of all the exams was an 84 and the avg was around 59, switch out if u have her!",1.0,5.0,1,0,0,35,0.0
Western University,Michael Atkinson,"Dr Mike is such a gem. His lectures are so engaging and he's obviously very passionate about his job. His exams are not bad at all, and he definitely adds information and value that you can't get just from the textbook! He's super accessible before and after class as well :)",5.0,3.0,0,2,0,51,0.0
Western University,Michael Atkinson,"The most amazing prof. His lectures are amazing and theatrical. Very willing to talk outside of class, answers emails and is super helpful to students. Best prof at Western.",5.0,3.0,0,4,3,29,0.10344827586206896
Western University,Michael Atkinson,"His lectures covered very little of the actual course material. but if you don't go to class you wont be able to answer the last 20 questions on each exams. will have to read the textbook from front to back, every single section before exams. If you do have questions, he is pretty easy to reach and is helpful. easy 5% from his online assignments.",4.0,3.0,0,5,5,65,0.07692307692307693
Western University,Michael Atkinson,I'm beyond glad I took this class with Mike. My favourite prof of all time. Always answers questions after lectures and always gives review sessions before exams. Even if you aren't in psych this class is extremely interesting!,5.0,3.0,0,1,0,38,0.0
Western University,Michael Atkinson,"I took this class in my first year, and loved it! A great intro to all things psych. Made lectures interesting and fun to go to. Always had many visual aids to accompany slides and video material to enhance concepts and ensure understanding. Exams are very fair! Great guy, great 1.0 elective credit for first year!",5.0,3.0,0,4,3,56,0.05357142857142857
Western University,Michael Atkinson,Amazing prof; his lectures are very interesting and really help you to understand the material. Always has great music playing at the start of class too. He's also one of the authors of the textbook which is very helpful.,5.0,3.0,0,2,2,39,0.05128205128205128
Western University,Michael Atkinson,hes a gem. make sure you read the textbook though and study in advance.,5.0,4.0,0,0,0,14,0.0
Western University,Michael Atkinson,"This course is not for me, I did not enjoy the lectures and do not understand them did not take much away, the teacher was very nice and funny his teaching style was not for me though.",2.0,4.0,0,6,1,37,0.02702702702702703
Western University,Michael Atkinson,By far my favourite first year prof. Makes even the more dry material interesting.,5.0,3.0,0,1,2,14,0.14285714285714285
Western University,Michael Atkinson,"Gives great, interesting lectures and really knows the material he is teaching. Makes class fun to go to. Extremely accessible and accommodating. Fantastic professor who really cares about his students and making psychology interesting.",5.0,2.0,0,2,2,34,0.058823529411764705
Western University,Michael Atkinson,"Best professor at Western by far. Psych 1000 isn't a fun course by any means but Mike made lectures enjoyable and the content understandable. His lecture questions on exams are harder than Laura's but that isn't much compared to the quality of teaching he delivers. Unfortunate he had to leave during the last part of the semester, fav prof by far!",5.0,3.0,0,1,1,61,0.01639344262295082
Western University,Michael Atkinson,"Mike has without a doubt the most entertaining lectures of any prof I've had. They are fun, and engaging. This being said the exams are hard, no question about it. If you're not looking for a course where you absolutely have to read the textbook, psych probably isn't for you.",5.0,5.0,0,3,0,50,0.0
Western University,Michael Atkinson,A legend.,5.0,3.0,0,0,0,2,0.0
Western University,Michael Atkinson,This guy is probably one of the best profs you'll ever have. The man coordinates his playlists with lectures and they're all bangers. Lectures are ALWAYS interesting and class is always short. Dr. Mike is 100% certified beauty.,5.0,3.0,0,0,1,38,0.02631578947368421
Western University,Michael Atkinson,Great Professor,5.0,2.0,0,1,0,2,0.0
Western University,Michael Atkinson,"I deeply respect Dr. Atkinson and enjoyed his lectures. While I received a very decent grade I still want to point out that his lecture section on exams is much harder than any other prof. That is my only complaint, and for some people, situations can be a lot worse.",5.0,4.0,0,1,2,50,0.04
Western University,Michael Atkinson,"Best prof I had in first year. Hated psych, loved Mike.",5.0,3.0,0,0,1,11,0.09090909090909091
Western University,Michael Atkinson,"BEST PROF I HAD IN FIRST YEAR. Lectures TOP quality, felt like going to see a show. Lots of notes to take in class, but makes class enjoyable as possible. Textbook almost cover to cover is testable, lots of reading, divide and you will conquer. If you study the material, you will do well, Qs weren't difficult if you studied. Available for Qs.",5.0,3.0,0,1,3,63,0.047619047619047616
Western University,Michael Atkinson,"Dr. Mike has absolutely amazing lectures. Although his lecture questions are harder than Laura's, it's still worth taking his section because of how entertaining the lectures are. Amazing",5.0,3.0,0,4,2,28,0.07142857142857142
Western University,Michael Atkinson,Awesome! Love him so much!,5.0,4.0,0,0,0,5,0.0
Case Western Reserve University,Chris Butler,"Chris Butler gets straight to the point and his tests and quizzes are taken from the notes (usually). I would suggest doing the HW which are the MPODS and use the book for extra problems or clarification, but the book is not necessary. Lots of extra credit opportunities, take advantage of that and try getting those points early in the semester.",4.0,3.0,0,3,1,61,0.01639344262295082
Case Western Reserve University,Chris Butler,"He seemed to really care about his students. Even though I took Calc 2 in high school and did very well, I still struggled to get an A. The tests are really easy to mess up on, and on most tests, the grade you receive doesn't truly represent your mastery of the content. I really wish he gave more room for error. The TAs are the worst by the way.",3.0,3.0,0,3,3,70,0.04285714285714286
Case Western Reserve University,Chris Butler,Chris is very funny and makes his lectures easy to understand. There are daily quizzes in the beginning of the class so you can't be late. There are easy extra credit opportunities which is just to go to events around campus(not particularly math-related). He has MPODs that are very useful. If you do the MPODs you really don't need to do the HW.,5.0,4.0,0,3,2,63,0.031746031746031744
Case Western Reserve University,Chris Butler,daily quizzes are easy but they are at the start of class so you can't be late,4.0,3.0,0,2,1,17,0.058823529411764705
Case Western Reserve University,Chris Butler,Good professor with good explanations of material. He's a funny guy and pretty helpful. Definitely do the MPODS.,4.0,4.0,0,1,1,18,0.05555555555555555
Case Western Reserve University,Chris Butler,"I had Prof. Butler some time ago. He had some valuable lessons, but for some reason I felt like I was on his bad side. He'd be friendly and laugh with other students, but took on a more intimidating persona with me. I feel like I could have learned more from him had that not been the case. I guess you can't gel with everyone.",3.0,1.0,0,3,3,65,0.046153846153846156
Case Western Reserve University,Chris Butler,"He was pretty good overall. I liked him better for 122 than 121, 121 had daily quizzes which i wasn't a fan of. However 122 had weekly quizzes which were usually pretty easy. His tests aren't easy but they aren't too hard, he gives a lot of review material for them on his website. He also gives extra credit and curves at the end by around 1%.",5.0,3.0,0,1,3,67,0.04477611940298507
Case Western Reserve University,Chris Butler,"He can seem like a funny and charming professor at first but soon enough through the course you'd realize that his jokes get old, boring and fail to hide his shortcomings as an introductory math professor. He will teach you how to solve test type questions and you can get an A but tries to avoid having to explain how the math theory actually works.",3.0,2.0,0,1,1,65,0.015384615384615385
Case Western Reserve University,Chris Butler,Great prof.,5.0,3.0,0,1,0,2,0.0
Case Western Reserve University,Chris Butler,"while attendance isn't mandatory, he doesn't have media vision so you have to go to class to get notes. He's well respected, interesting, and easily accessible outside of class. You get the feeling that he really cares about his students. He provides answer keys to past exams and gives extensive review problems. Overall a good time. daily quizzes.",4.0,3.0,0,1,1,58,0.017241379310344827
Case Western Reserve University,Chris Butler,He is very nice. His hand writing is excellent. He gives all the past papers and keys before exams which is extremely useful. Its really worthy and proud to be his student.,5.0,4.0,0,3,3,32,0.09375
Case Western Reserve University,Chris Butler,Absolutely awesome professor. Class was at 8:30 but it's definitely worth getting up for. Gives really good examples during lecture and you always know what to expect from tests because he puts all his past tests on his website. Do your MPODs and go to class and you should be fine. Really tries to make his lectures interesting and humorous too!,5.0,3.0,0,3,2,61,0.03278688524590164
Case Western Reserve University,Chris Butler,"Professor Butler really cares about his students and Calculus. He is an excellent professor, but this is a difficult class. The tests especially are very fast paced, and there are no homework points to balance them. You will want to use the SI hours and do all of your MPODS, as well as time yourself to study. Difficult but rewarding course.",5.0,4.0,0,1,2,61,0.03278688524590164
Case Western Reserve University,Chris Butler,No mediavision. Tuesday quizzes. Has practice quizzes online and practice test with solutions online as well. Assigns homework from textbook but is not graded. Tests are not curved. Up to 1% extra credit provided for going to school activities.,5.0,3.0,0,2,0,39,0.0
Case Western Reserve University,Chris Butler,Amazing professor. love him and his work. very helpful and friendly as well as the TAs,5.0,3.0,0,2,1,16,0.0625
Case Western Reserve University,Chris Butler,Chris is a great professor who really cares and really knows how to teach the material. You can't go wrong with him.,5.0,3.0,0,2,0,22,0.0
Case Western Reserve University,Chris Butler,"Chris is available in his office nearly every day for students that need help. He keeps the lectures interesting by cracking jokes and getting the class involved. Overall, still a difficult topic but Chris made the class much better.",5.0,3.0,0,0,3,39,0.07692307692307693
Case Western Reserve University,Chris Butler,"Great professor, easy class if you do the worksheet and take notes in lecture. Tests very predictable, he gives you plenty of past tests to practice. Funny teacher, pretty creative and three cheers for donut day.",5.0,3.0,0,5,3,36,0.08333333333333333
Case Western Reserve University,Chris Butler,"Chris is very funny and very knowledgeable about calculus. He's a great professor, but moves very fast. Your entire grade depends on tests and quizzes, which is understandable. Work at your own pace and don't fall behind and you'll be okay.",4.0,3.0,0,2,0,41,0.0
Case Western Reserve University,Chris Butler,"Chris Butler is absolutely phenomenal. I hated math before I took Calc 1 and 2 with him. Lectures are very entertaining, and the SIs can help you understand any material you are struggling with.",5.0,3.0,0,0,0,34,0.0
Western Washington University,Glenn Tsunokai,"Glenn is a funny and engaging prof. His lectures are very informational and often left interesting w/ funny quips & interesting personal analogies. Exams are based off slides, just a bit harder. Offers A LOT of extra credit; it's a waste to not take advantage of that. Able to challenge exams to get higher marks. Entire experience was great!",5.0,3.0,0,5,2,59,0.03389830508474576
Western Washington University,Glenn Tsunokai,I have never had a more flexible prof. Never took one test in class because of Random reasons I couldn't be there. He always let me take it in his office. Clearest expectations for test. he accidentally gave me an a as a final grade and said because I did so good on the final I could have it. ALSO so refreshing to have a poc prof teaching a racecla,5.0,3.0,0,0,2,70,0.02857142857142857
Western Washington University,Glenn Tsunokai,"This class is one of the biggest on campus. Professor Tsunokai is an effective lecturer. His slides have a lot of information on them, but he tells the class what to focus on. You have the opportunity to challenge the exams. A great class!",5.0,3.0,0,2,0,44,0.0
Western Washington University,Glenn Tsunokai,Professor Glenn is a very caring person who wants his students to do well. He provides detailed study guides and lets you replace your lowest exam score with a retake exam. You can tell that he is very passionate about the topic.,5.0,3.0,0,0,0,42,0.0
Western Washington University,Glenn Tsunokai,"Glenn is kind professor. that being said, 269 is over-hyped. Slides with tons of info shown for 15 seconds then a picture for 3 minutes. Had +/- 20 TA's. tests were 75Q on a BROAD topics. definitions changed to fit subject which will confuse anyone who has learned the terms in other classes. interesting class, a little scattered, decent BCGM.",2.0,3.0,0,4,4,60,0.06666666666666667
Western Washington University,Glenn Tsunokai,"Lots of opportunities to get extra credit, asked questions you had to put theories into practice - not that easy, because he didn't really go into detail with those theories.",3.0,4.0,0,1,0,30,0.0
Western Washington University,Glenn Tsunokai,This class was super interesting and well taught. Attendance isnt mandatory. Glen uses great examples to go with his points. You do have to study but the textbook is unnecessary. Glen is great.,5.0,4.0,0,1,1,33,0.030303030303030304
Western Washington University,Glenn Tsunokai,Professor Tsunokai is a wonderful teacher. His lectures are engaging and he's very passionate about all topics he covers. He creates many opportunities for extra credit and goes above and beyond to make sure students can achieve the grades they want. He's a very understanding and caring teacher.,5.0,3.0,0,0,1,48,0.020833333333333332
Western Washington University,Glenn Tsunokai,"Gives so much extra credit if you fail all the tests you can do extra credit and still pass. Love Glenn best teacher ever, such a good lecture giver. Would take again a thousand times over.",5.0,1.0,0,0,0,36,0.0
Western Washington University,Glenn Tsunokai,"Glenn was literally the best teacher Ive ever had, I would take him again in a heartbeat. He gives HELLA extra credit too!!",5.0,4.0,0,0,0,23,0.0
Western Washington University,Glenn Tsunokai,"I loved taking this class. Glenn is an excellent professor, and I really hope to take classes from him in the future. He gives a lot of extra credit, and I really believe he cares about his students. His lectures are always organized and very informative.",5.0,3.0,0,1,0,46,0.0
Western Washington University,Glenn Tsunokai,"Glenn is an extremely qualified professor who genuinely cares about his students. There are endless extra credit opportunities and he really wants you to succeed. I 10/10 recommend any of his classes, we stan Glenn.",5.0,3.0,0,1,0,35,0.0
Western Washington University,Glenn Tsunokai,"He's an amazing professor and I love everything he teaches, so real and so needed. It's very lecture heavy and test heavy but he gives an extreme amount of extra credit so if you fail it really is on you.. He makes it easy to pass if you put the work in, and while sometimes I'll leave class with way too much info to digest, it's the best class.",5.0,4.0,0,5,5,69,0.07246376811594203
Western Washington University,Glenn Tsunokai,"Best professor I've ever had at WWU for sure. Insane amounts of easy extra credit, and his lectures are genuinely fascinating. He uses tons of illustration and provides super clear study guides and practice problems. He gives you so much extra credit that you really have no excuse not to get at least a B in the class.",5.0,2.0,0,4,3,58,0.05172413793103448
Western Washington University,Glenn Tsunokai,"Soc 269 was by far the largest class size I endured at WWU. 400+ students. I looked forward to this class so much though because Professor Tsunokai is relative and an excellent lecturer. His class is test heavy, but he offers extra credit and if you're in the top 10% of the class he bumps your grade up by a half-letter. Highly recommend!",4.0,3.0,0,2,0,63,0.0
Western Washington University,Glenn Tsunokai,This class was really easy (pay attention in class and do the STUDY GUIDES) and the lectures were really interesting. Glenn did a wonderful job at keeping students engaged with lots of videos and pictures. He also gives out extra credit like candy. This is a really good GUR choice that won't bore you to death. The textbook really isn't necessary.,5.0,2.0,0,1,2,61,0.03278688524590164
Western Washington University,Glenn Tsunokai,"This class was very easy but very informative. I came out with a 4.0 and with much more knowledge than I had coming in. Show up to the lectures, and youll do fine. Dont even bother buying the book, but do read the online articles he provides for you.",5.0,2.0,0,1,2,49,0.04081632653061224
Western Washington University,Glenn Tsunokai,"SOC269 was probably one of my favorite class I took. It was quite ease because it was so interesting and didn't even feel like work. Glenn is such a great lecturer and does such an amazing job teaching some really sensitive issues. He gives loads of extra credit, so if you show up you will definitely get an A!",5.0,2.0,0,3,4,59,0.06779661016949153
Western Washington University,Glenn Tsunokai,"Glenn is the sweetest! The lectures are worth going to because then you really won't need the book. I found this class fun and would suggest Glenn to anyone, he is beyond helpful and WANTS people to learn and take away from this class.",5.0,2.0,0,2,0,44,0.0
Western Washington University,Glenn Tsunokai,"Overhyped. Class was so much work had to read 2 large textbooks, a bunch of online articles (20 pages each) and he slams you with info each lecture. He talks so fast and I'm often confused when he starts talking about a write up we have to do that came out of no where. Literally SO much you have to know for the tests. He's an alright guy i guess",3.0,5.0,0,1,2,70,0.02857142857142857
Western Washington University,Heather Davidson,"The content you learn in this class will be used more in the ""real world"" than anything you learn in any other class. If you are looking for practical skills, then take this class. Professor Heather is an amazing educator because she knows how to teach student-colleagues. I wished she taught other courses besides Events and Professional Comms.",5.0,3.0,1,2,5,58,0.08620689655172414
Western Washington University,Heather Davidson,One of the best professor's I've had the pleasure of working with. If you are comfortable actively participating in the class you won't regret taking it.,5.0,3.0,1,1,1,26,0.038461538461538464
Western Washington University,Heather Davidson,"COMM318 with Heather is a great teacher for professional communication development. It offers opportunity to create a custom resume and cover letter for a job, which was awesome. I love classes that require you to do things that are actually needed in real life. You may miss two class days in the quarter without participation points being deducted.",4.0,3.0,1,2,2,58,0.034482758620689655
Western Washington University,Heather Davidson,"Heather is my favorite professor at Western. She is supportive, she cares, and she is entirely authentic. She makes the classroom feel like a family, and she makes all of her students feel heard. At the same time, she has high standards and makes sure you leave her classroom better prepared for the real world.",5.0,4.0,1,1,2,55,0.03636363636363636
Western Washington University,Heather Davidson,"Heather is an amazing teacher, she is very relateable and if you ever get a chance to take her class DO IT!!!! You wont regret it. Ive taken three classes with her already and Im planning on taking another.",5.0,3.0,1,1,1,39,0.02564102564102564
Western Washington University,Heather Davidson,"Heather is great but often I wish that she practiced what she preached. Leaving our issues at the door is great but there were times where she did not. beaking down in class, and leaving early. assignments are easy and her classes are easy. makes deep connections with you but I found that when you leave her, she doesn't really care about you",3.0,1.0,1,3,2,63,0.031746031746031744
Western Washington University,Heather Davidson,Heather is an amazing teacher who is very understanding of everyones circumstances. She teaches a well thought out course with great readings that aren't to extensive but valuable to your future. Highly recommend taking one of her classes.,5.0,4.0,1,2,1,38,0.02631578947368421
Western Washington University,Heather Davidson,Heather is amazing! She really cares about her students and makes an effort to teach meaningful stuff. You'll gain skills and experience that is applicable to the real world. I love her stories and her honesty. I highly recommend this class to anyone! syllabus day is a little rough but stick through and you won't regret it.,5.0,3.0,1,1,2,57,0.03508771929824561
Western Washington University,Heather Davidson,"Heather is incredible. Trust her when she takes you to the ropes course- also, she will listen to your feedback to make it better if you have qualms with it. She will teach you that professionalism is defined by more than white men in suits, along with how to make your resume your own. She deserves to be paid more.",5.0,3.0,1,0,1,60,0.016666666666666666
Western Washington University,Heather Davidson,"Heather is the best professor I've had during my four years at WWU! She's hilarious and her classes are actually fun to be in. She covers very important topics and is honest with students. The work load and grading is very fair. This class is the best and I think it covers relevant topics for any student, no matter their major!",5.0,3.0,1,5,3,61,0.04918032786885246
Western Washington University,Heather Davidson,"Heather is so great. She truly cares about her students well-being, and wants you to succeed. She's easygoing, but is extremely passionate about her teaching, anyone that has her class is lucky.",5.0,3.0,1,0,0,32,0.0
Western Washington University,Heather Davidson,Heather is a great professor. She is helpful and genuinely cares about her students. The class isn't hard but assignment heavy. If you show up and do the homework you're guaranteed to pass,5.0,1.0,1,2,1,33,0.030303030303030304
Western Washington University,Heather Davidson,Heather is awesome!! I loved coming to class! And she knows what she is talking about and will help you get a job!,5.0,3.0,1,0,0,23,0.0
Western Washington University,Heather Davidson,Loved this class and loved Heather. Actually worth taking if you want to learn a little something about heading down a career path. WILL BENEFIT MAJORS BESIDES COMM AS WELL.,5.0,3.0,1,1,2,30,0.06666666666666667
Western Washington University,Heather Davidson,"Heather is a gem. Her lectures were just the right length and always gave you the exact content you needed. She gave life lessons I will never forget and if you have the opportunity to take one of her classes, do it.",5.0,3.0,1,1,1,42,0.023809523809523808
Western Washington University,Heather Davidson,"If you have the chance, you should definitely take a class from Heather. She genuinely cares for students and wants to see you succeed. The syllabus is intimidating at first, but the class is actually structured very well. Definitely one of my favorite and memorable professors.",5.0,3.0,1,2,1,46,0.021739130434782608
Western Washington University,Heather Davidson,"Heather is one of the most inspiring and empathic professors I have ever met at WWU, she cares and supports each student endlessly. Sometimes, for a student to feel successful in a class isn't only about a solid based on grade but also the emotions and supports that professors bring to the individuals.",5.0,1.0,1,2,0,53,0.0
Western Washington University,Heather Davidson,Great professor! Loved this class. As a communications student Heather is definitely one of my favorite professors now after taking her class. Truly caring and understanding. She also knows her stuff and actually gives you good advices that you'll need for the real world.,5.0,2.0,1,2,2,44,0.045454545454545456
Western Washington University,Heather Davidson,"By the end of the quarter, Heather was a friend to us all. The first couple classes are a little scary, and she's gonna stress how hard the class is, but if you stick with it, don't drop the class, show up almost every day, and participate, it's really not that difficult.",5.0,4.0,1,2,3,52,0.057692307692307696
Western Washington University,Heather Davidson,She is the best teacher I have had in 12 years. She is the realest and a true real world teacher that helps you get into the real world. Take her if you can.,5.0,3.0,1,1,2,34,0.058823529411764705
Western Washington University,Paul James,"Look, Paul is a nice guy, he just isn't the most prolific lecturer. He is an anthropologist and is very smart and IMO should be out working in the field and not stuck in a classroom. This was not my favorite class overall and I would not recommend taking it. However, it was not super hard either and tests were pretty commonsense.",3.0,2.0,0,7,5,62,0.08064516129032258
Western Washington University,Paul James,"Don't waste your time or money. He goes on so many tangents, his group work is a mess, he barely knows what he wants you to for the project. Take the class with literally anyone but him. Wish I could get a refund.",1.0,1.0,0,0,0,43,0.0
Western Washington University,Paul James,"It could be a very interesting class, but it's clear the he is only teaching what he is personally interested in. He goes on long rants about his views almost every class, and you have to learn everything at home. I recommend Anth 201, just not with Paul James.",2.0,2.0,0,3,2,49,0.04081632653061224
Western Washington University,Paul James,Paul was fine. He does go on a lot of tangents. As long as you attend class when there are discussions (Wednesdays) and quizzes (every other Friday) you should be good.,3.0,2.0,0,1,2,31,0.06451612903225806
Western Washington University,Paul James,"One-on-one, he seems like a good professor and it sounds like he is going to help you to succeed. In class, he doesnt really care what happens and doesnt follow through very well. His lectures are a struggle to get through and he doesnt know when to pause and when to keep going in the slides. I wouldnt take his class unless I had to.",2.0,4.0,0,0,0,65,0.0
Western Washington University,Paul James,"He does tend to ramble, but overall hes a pretty good teacher and has an interesting class. As long as you memorize the words from the text book and pay attention in class to the examples, youll get a B. There are quizzes every other week and the questions from those are used on the final.",3.0,2.0,0,1,4,56,0.07142857142857142
Western Washington University,Paul James,"The class itself was very easy to do well in. There were discussions every Wednesday with a small group that was easy to get 100% on, and 1 project in the quarter we'd sometimes spend time on on Friday. Everything else is just reading off slides and going on tangents that felt redundant- none of the info felt new. The readings were interesting tho",2.0,2.0,0,2,3,64,0.046875
Western Washington University,Paul James,"Paul is a professor that is only teaches so that he can get his own research money and it shows. All of his slides are white with black font. In one of the biggest lecture halls at wwu, he never leaves from behind the podium and cannot engage any of the students. I'm annoyed that I payed to take this class because it was all common sense content.",1.0,1.0,0,1,0,68,0.0
